text,mean_rating,gpt2_log_prob,gpt2_mean_log_prob,gpt2_slor
"You are afraid, you two , I may be found in all of the mother is not dead , is not it ? ",1.2,-126.68229341506958,-5.067291736602783,6.814862888591051
The SORP recommended that local authorities and examples of accounting policy review .,1.46153846154,-91.87746047973633,-6.125164031982422,9.483491377625555
"Decided that he must once again the tide of the game , he began to despair of tedious running trough of breakwaters along the edges.",1.25,-147.40189170837402,-5.264353275299072,35.262830193789114
Birds can cause serious health risks for people who eat them in North Africa and Southern Europe .,4.0,-81.54667377471924,-4.291930198669434,61.287906349727535
"In this case , you can profit from a gallon by multiplying the daily average net goodwill numbers.",2.15384615385,-105.08225297927856,-5.53064489364624,39.89182179237366
"This is a natural sheltered basin , along the undulating meadows Comer , a trick .",1.8,-125.37205743789673,-6.59852933883667,-1.8725877392492976
"This course provides basic communication theory, comprehensive training , especially for the case of Africa .",3.25,-95.46850109100342,-5.6157941818237305,25.435210378770122
"Then, slowly at first, he began to prepare the little boy , all of this possible fate.",1.92307692308,-92.06428527832031,-4.603214263916016,34.83573525854591
"My German is working like a dream , like a brilliant robot , you turn and step back and admire , because it is all the hard work .",2.09090909091,-129.0735993385315,-4.4508137702941895,60.75682525776503
"Jess - her blunt with Samson's hand contact , because she coiled round - bite him one .",1.2,-139.97530937194824,-6.998765468597412,8.185797336284566
"A good deal , gave me the feeling that I have been for a good seven-day Bahamas itinerary . ",2.09090909091,-112.20950269699097,-4.878674030303955,19.99725737556426
"Skiing, because it is excellent for horizontal jumps , the Mavericks get stretched and you posture, balance and coordinated development.",1.75,-155.51766157150269,-6.220706462860107,12.586053303290583
"On this site on any earlier round of pit However, both have been pulled down and rebuilt , or expand into new wheels.",1.85714285714,-147.0619559288025,-5.8824782371521,35.13073899167003
" North Harbour coach Brad Meurant , said: """" Everyone is helping his teammates .",3.78571428571,-111.47316122055054,-6.557244777679443,27.303583052377718
"Martha has leaped to the top of this slot , Shell second and Glaxo third .",3.47058823529,-120.22845268249512,-6.011422634124756,-2.270301356224408
Height inflatable originated in the upper mantle magma eruption produced a small shallow pit called Mars .,1.4,-123.96037006378174,-6.524230003356934,34.60380029700306
"Long-term economic growth, changes in the expected rate of return risk .",3.14285714286,-66.13124370574951,-4.408749580383301,25.410933099054546
She stood at the door of the elevator with other visitors at the hospital 's main entrance.,4.0,-75.34974789619446,-3.965776205062866,49.11217857394148
Similar picture emerges in the female laborers between the total income distribution.,2.0,-83.6934323310852,-6.4379563331604,18.515894270094833
Lawyers and Legal Executives Society appropriately qualified researcher.,1.75,-83.24975967407227,-6.9374799728393555,-0.4648648535777653
"They also improve the health and social services, the quality and quantity requirements , the eradication of poverty is all about.",1.42857142857,-105.89918518066406,-4.412466049194336,50.17749820154211
"This command must be submitted to Parliament and December 6, 1977 , where the debate .",1.27272727273,-94.36011171340942,-5.550594806671143,26.45433542676669
"Yes , well, I always thought Augustin in his thoughts is a bit simplistic, """" said William , waspishly him , as if talking about a rival academic .",2.5,-194.29491138458252,-5.7145562171936035,28.26473539598652
Brazilian military trainer aircraft and small civil aircraft export success is quite different origins .,1.46153846154,-119.17778778076172,-7.448611736297607,16.06029015615144
"My people, it says , why should we bother .",2.5,-55.786975383758545,-5.071543216705322,16.479514013562408
"His Royal Highness the Queen 's flight of the aircraft, and took Mrs. Harry Cotterell.",1.0,-100.01798439025879,-4.348608016967773,30.09340985407613
"In the last two years of the war , I was in orbital stations and access each one squadron of my endless pursuit of Pathfinder .",2.0,-146.09956550598145,-5.619214057922363,29.638622249788767
EC does not care about their national health or education policies.,4.0,-47.55007553100586,-3.9625062942504883,47.388481085120276
"Leader makes all the decisions and problem description , I hope they obey no doubt .",1.42857142857,-95.63670349121094,-5.977293968200684,18.426588150504642
Now I understand why they pay Macaulay Culkin $ $ 300 million - he earned it .,4.0,-93.55786323547363,-4.677893161773682,57.867089774704425
"This time there was a competitor facing children invisible window , so that children can see the chocolate each test .",1.25,-133.06547212600708,-6.336451053619385,17.818747549397244
"It is this string format , we are now open .",1.8,-64.68643712997437,-5.880585193634033,6.893219885145783
"He approved and registered with warm tears when the rebel Achaeus Antiochus III , was brought to his """" hands tied """" ( 8.20.9 ) .",1.69230769231,-208.34507751464844,-6.510783672332764,7.3929747321820685
"Who is living in the short term follow-up ( mean ( range ) 19.4 ( 10-33 ) months ) of 18 patients , 14 were still alive in 1992 ( 69 ( 61-83 ) months ) .",1.23076923077,-195.77589511871338,-4.3505754470825195,94.61968233269272
"The second method , you can in a foreign language too is a very effective strategy.",1.25,-86.20426988601685,-5.0708394050598145,22.092688943920805
"He took the gun and went to the door , check the carriage remains securely tied .",1.375,-92.3073787689209,-5.429845809936523,20.639795249459226
"There are a lot of envelopes and writing paper fingerprint smudges , the only part of Maureen and her father. ",1.64285714286,-130.5221071243286,-5.020081043243408,17.724427447912234
"I do not know how many species of trees , perhaps over 1000 .",3.76923076923,-60.00839614868164,-4.286314010620117,34.842184653909015
"Front sliding window , original fireplace , built in single wardrobe , radiator , power points, stripped wood flooring.",3.0,-128.91754817962646,-5.859888553619385,38.31532733919914
"The level of HIV infection worldwide is expected to rise to 2000 15-20,000,000 , including at least three-quarters of the developing world .",3.07692307692,-103.7100932598114,-3.345486879348755,72.45910977052827
The result has been a few years ago to destroy each dispute progress in health care .,1.35294117647,-99.9102053642273,-5.877070903778076,19.314731274031047
" Wars Housewives ,"""" a drama of escape is over, it is less than a minute and a half .",1.6,-118.56385231018066,-5.389266014099121,21.745962693481175
Laughter in his eyes sparkling as he met her belligerent stare .,2.0,-72.61580085754395,-5.186842918395996,18.585961961044802
"They are just minutes away from the train station , the service is frequent .",4.0,-64.56575632095337,-4.304383754730225,31.304782215401957
"Perhaps the most significant of the three boxing 's all-time greats - Ali, Robinson and Armstrong - born in comfortable circumstances .",2.25,-121.73202610015869,-4.508593559265137,70.98390361145263
"Halifax Building Society , bombers have put their equipment , it is now a pile of rubble.",1.46153846154,-111.23605823516846,-5.85452938079834,14.411432369521648
Michael Ryan found between deconstruction and Marxism reconciliation .,2.07142857143,-80.3915786743164,-8.03915786743164,5.86535578685708
There is no other quite like Oxfam catalog Christmas catalog .,2.15384615385,-85.6465072631836,-7.137208938598633,6.322629205330628
"Unless there are more resources to pump , how is this going to happen , """" she said.",3.4,-86.63425493240356,-4.55969762802124,44.641290467640175
This is a way of thinking and behavior .,3.18181818182,-37.811426639556885,-4.201269626617432,12.242192511961584
" """" Yes, """"she said, simply, a few minutes , they studied each other.",1.46153846154,-99.43043231964111,-5.5239129066467285,27.910039866937908
"In a slow surface, two consecutive kills bowler , batsman unwilling to take risks, to break their lines .",1.6,-138.52229356765747,-6.022708415985107,23.238063766814406
"It was Saturday night, they may not come.",2.875,-45.09267807006836,-4.509267807006836,20.46520494529996
Throughout the discussion of the information provided by the other site is confidential .,2.25,-65.98373317718506,-4.713123798370361,25.59591172851553
"Prime Minister can not safely entrust its consideration, because once developed , these rules will affect the daily lives of 560,000 Britons .",3.35714285714,-136.72602081298828,-5.063926696777344,57.348348558404865
"Somewhere in the silence between them began to emergency calls , continuous loop .",1.25,-101.18898010253906,-6.324311256408691,-1.1362432186432727
In some cases remind ( including written and telephone ) .,1.1875,-82.95224714279175,-7.541113376617432,-4.651010975535513
"Montagu ( 1976 ) has pointed out time and time again , war needed social activities without any internal state relationship aggression .",2.4,-151.93850326538086,-6.330770969390869,28.002787185430975
"This , then, is the theory - but how does it work in practice ?",4.0,-54.40104675292969,-3.4000654220581055,45.860823985607524
"However, things may be exempt from those just over the limit angle looks quite different .",1.64285714286,-100.66275548934937,-5.9213385581970215,26.049480442528164
"Repeat what they hear , women's rights claims something called the """" Salvador democracy"""" is in danger .",2.0,-126.805419921875,-6.34027099609375,19.668875082483993
Thomson Travel including airlines ( backward integration ) and travel chain ( forward integration ) .,2.5,-99.67392492294312,-5.8631720542907715,39.24476337073014
Methodist student has been appointed a new pastor.,2.63636363636,-54.73030090332031,-5.473030090332031,13.963629971359737
London's historic little house can still be seen as their purpose.,2.6,-62.72035455703735,-4.824642658233643,29.550978024075746
I summarize the clinical characteristics of these patients .,3.57142857143,-41.55598783493042,-4.6173319816589355,22.758708100466023
"Further information from the SS Lange , RSC, Burlington House , Piccadilly , London W1V 0BN.",2.8,-123.4653115272522,-4.938612461090088,22.528361606684143
"Yalishihe 's reaction , often abbreviated as """" Herxheimer reaction , as the proportion of cases , the initial dose for the treatment of syphilis.",1.4,-191.40730953216553,-5.629626750946045,5.940809493287503
"Ideally , this will not be those who give them the necessary , if there is a vision and support the financial work .",1.69230769231,-131.86742067337036,-5.2746968269348145,15.577921015402325
"Looking around the room , ancient, old furniture , I realized that Herbert must be very poor.",2.28571428571,-97.75145721435547,-5.144813537597656,31.30549948100662
They will be joined by John Tierney and John Kerr .,3.64705882353,-49.258615493774414,-4.104884624481201,34.82438938815804
"However, this trophy sitting in Jim 's office in Peel Park , will stay there .",3.6,-114.90147399902344,-6.383415222167969,19.082535084893124
Leeds and Swiss Protein database search did not homologous with any other protein to detect any significant similarities.,1.375,-114.03591537475586,-5.183450698852539,51.0869423295799
"Ranchers , who see themselves as guardians of the west that grazing and feed produced economic stability of the country.",1.46153846154,-124.32077360153198,-5.4052510261535645,28.6543468055292
"In the fourth century , the man was buried here .",4.0,-55.003488063812256,-5.000317096710205,9.719636620961424
"They began to question , they began to dream. ",3.53846153846,-50.8849081993103,-4.625900745391846,9.816373998107515
"Steve Jones ( Jones zealous Christian , he said, particularly in relation to ) : """"Many people simply uncomfortable, some of the"""" super- religious """"No matter how you call it .",1.5,-229.3258991241455,-6.0348920822143555,37.131844307776646
"Lorne plateau formation of Devonian andesitic lavas and tuffs , with contemporary Lagalochan invasion and mineralization is not integrated overlying Dalradian schist .",2.25,-260.5428829193115,-7.237302303314209,-34.72321266785272
"He looked up at阿瑟尔斯坦, his face filled with pride.",1.8,-94.02821159362793,-3.917842149734497,-20.760972555142658
"She is used to driving a luxury Saab this time, although she was quite frightened first responsibility .",1.42857142857,-108.41440200805664,-5.420720100402832,28.8932673027615
"We want to give children positive memories, they can learn from difficult times at home to build a better country .",3.64705882353,-95.8291244506836,-4.355869293212891,57.49898729040538
"Motorola Gets Off in the battle with old rivals , the price POWERPC price beat Pentium gloves",1.46153846154,-154.64613914489746,-7.732306957244873,-7.302506714695056
Thought a lot about this issue the popular assumption that it is wrong .,1.85714285714,-77.14194774627686,-5.142796516418457,13.956052499863176
"Mutalibov said that from his hiding place in Russia, """" Izvestia"""" , allegations of political persecution.",1.69230769231,-119.92391967773438,-4.996829986572266,19.259389646235064
Commercial Union market model to explain the return rate of 25 % of the variance .,2.6875,-90.8631820678711,-5.678948879241943,30.88675948079954
"My claim , I assure you , will be our common interests. ",2.63636363636,-67.97887897491455,-4.8556342124938965,16.30002555871293
"Only in the Gospel of John , he makes an interesting curiosity and profound statement .",2.07142857143,-77.39927673339844,-4.837454795837402,30.20465750896429
"The day they return home repair and construction work, in an army base in Omagh .",1.4,-95.20170021057129,-5.288983345031738,25.079454369168573
"Best Hotel which are all first world ordered calm : state of the art swimming pool , satellite TV and a chocolate on the pillow at night .",1.92307692308,-167.0835838317871,-5.967270851135254,34.153800527408805
In an area of four pavilion roof burned.,1.5,-69.03729438781738,-6.903729438781738,-3.1839236142231613
"I find it strange , extending the hand of friendship and economic cooperation between our countries the same mass extinction threat.",2.0,-116.172194480896,-5.280554294586182,41.42832769458724
"Building was converted into a gallery , and successful bohemian arts by the FRANTISEK CuBr and Joseph Pilar, in the 1960s .",1.81818181818,-175.59436321258545,-5.664334297180176,-1.499241504829115
But another part of the opposition simple idea that she is someone else's wife cried out .,1.1875,-95.63822650909424,-5.313234806060791,25.262917203935274
These issues or investigations are expected to be diverse.,4.0,-47.0417594909668,-4.70417594909668,22.999170024828942
August 1975 and December 1978 among five COS-B satellite observations 2CG342 - 02 and prepared for the tenth strongest γ -ray source .,1.5625,-205.8056402206421,-6.860188007354736,17.44598249460583
"We sent a rescue team , because we can as soon as possible , but it was too late, """" he said.",1.5,-101.0918083190918,-4.212158679962158,60.65496451270454
"Not like a Saturday night , though not really . ",2.2,-59.466415882110596,-5.4060378074646,3.4455860883580485
"I should add that in the debate , he also invited my attention , 5 ( 7 ) , I will refer to :",1.5,-125.68640899658203,-5.236933708190918,30.78238459622949
"On one occasion, I'm glad I copy, mirror image, in the image at the top and bottom of a group .",1.21428571429,-108.40963125228882,-4.336385250091553,42.608442592245325
"Since then , the double helix path is clear.",3.57142857143,-57.384902000427246,-5.216809272766113,15.625059805191896
Sun also prepared eight SPARC desktop scorpion in Sunworld show launched on May 11 .,1.46153846154,-136.15422534942627,-7.564123630523682,2.3589573769182266
"Therefore , political and economic accounting costs and benefits of soil and water conservation programs outside the area directly affected other potentially relevant .",1.375,-139.09600067138672,-5.795666694641113,48.21321882420196
He further agreed on the need to re- neighborhood police station and put more emphasis on community policing it ?,2.0,-107.42800283432007,-5.11561918258667,43.52273405513088
"Since then, it has been keenly followed by as many full-length TV shows.",3.0,-67.35558557510376,-3.7419769763946533,49.71628844019732
"Mailed surveys to not return , and refused to be interviewed .",1.25,-73.64900398254395,-5.665307998657227,7.916625880623684
I ran dangerously close to the edge twice dazzled my eyes and drooping eyelids .,1.2,-86.92664337158203,-4.829257965087891,34.62376197951802
"This operation will eventually involve from at least nine countries, more than 35,000 troops .",1.9375,-80.58060550689697,-4.476700305938721,44.40980670376641
The user interface will no longer just a requirement of physical or marketing department USL.,1.75,-110.2381591796875,-6.889884948730469,13.385843430663286
"Of course explains how to resolve before the game , it is worth looking forward to is what makes a sailor to go faster than another .",1.6,-142.63136959075928,-5.2826433181762695,44.38572788121087
"While watching his features , if they've carved from stone , something stirred deep in his eyes .",1.46153846154,-112.77881526947021,-5.935727119445801,18.039616270470106
"However, in these two issues, the situation has undergone a fundamental change, compared with 1979 .",3.78571428571,-77.55454397201538,-4.081818103790283,55.7606819562302
" I can not hear any sound, """" the priest said angrily .",3.8,-67.80469083786011,-5.215745449066162,28.333738665803224
We may never know the exact number of deaths .,4.0,-36.12705707550049,-3.612705707550049,32.34949809213617
"17 April and 18 May , respectively, were rejected .",3.76923076923,-51.04126787185669,-4.640115261077881,27.125526275212593
"Women , Art and Society is a comprehensive work has been progress in the 20 -year-old women and the visual arts.",1.6,-128.70583534240723,-5.148233413696289,22.540090819426098
He paid no less than 22 established only in Pembrokeshire charity school.,1.6,-91.8136625289917,-5.100759029388428,11.807607273290103
"Soil pipe bending deformation during the earthquake , though they were stranded copper wire .",1.5,-119.05346870422363,-7.003145217895508,10.09698673248863
"Within a few days , his campaign , he already knows , this ' new Pentecost ' way to achieve Ecumenical Council .",1.8,-134.23605966567993,-4.971705913543701,30.64806003543731
To follow Jesus as a disciple means that we also face opposition like him life.,1.64285714286,-94.17134094238281,-5.885708808898926,22.12825799513847
"He ran into the damp turf wheels , machine crumpled and fell to his knees like an animal shot in the chest .",1.52941176471,-118.50301027297974,-4.7401204109191895,48.006501699732155
"Jenna stopped angrily confront him, but before she could speak he tilted her face with a strong brown hands.",1.23076923077,-118.11253356933594,-5.368751525878906,45.270688653126626
"Grainne said: """" I look at you , """" gently , """" I do not see funny.",1.5625,-118.17779159545898,-5.627513885498047,28.828353559099384
"The next day, 252 new squadron arrived Beaufighters (T3237) on a Ju88, and be mistaken for the local flight .",1.6,-182.20591926574707,-6.507354259490967,-14.72267660921517
"Carrington looked at sea in the first two hours , fascinated by the Scandinavian night, then went to sleep .",3.30769230769,-111.7505464553833,-5.079570293426514,35.276518639320926
"It was originally developed for sudden infant death records , there is no inspection , but is now an inquiry .",2.0,-111.26461601257324,-5.298315048217773,34.14952081379158
"The composition of your shot rule has grown up, although seemingly random, actually work well in practice one of these areas .",1.46153846154,-140.64391708374023,-5.86016321182251,31.70612937009608
This is a far cry from the gold horizon Municipal Court . ,3.25,-74.68664121627808,-5.745126247406006,9.87463220787879
" Politics in this sense , if I put you in this glass of water in an interview with reporters , it would be a political act.",1.54545454545,-112.96246433258057,-4.183794975280762,55.0053973043637
"Sections 18 and 20 in that the main difference between the failed component , this is a very big difference.",1.5625,-108.1370759010315,-4.7016119956970215,32.084125771613344
Robbie now see that he was a priest.,1.75,-54.74813461303711,-5.474813461303711,3.3367557331537796
"Until a government commission has arrived in Moscow , Boris Shcherbina 's vice president of the Council of Ministers to prohibit evacuated Chernobyl surrounding countryside.",1.54545454545,-165.4268341064453,-5.3363494873046875,55.9106772847376
"Santarem Virgin Mary will always be reunited with their owners , there is a tradition in our family , you know ?",2.5,-123.9254355430603,-4.957017421722412,33.60636825747653
"Since it is a beta version , it's tricky to ClarisWorks star rating.",2.2,-107.9439024925232,-6.3496413230896,4.310563291759195
She had to do was get a good night's sleep .,1.25,-46.16077136993408,-3.846730947494507,23.099998406294702
During the four days of each treatment Intraoesophageal pH value and the movement were investigated.,3.30769230769,-103.2768030166626,-4.917943000793457,13.030913139649556
"All credit Gavin gave me the ball in the end, a little bit of persuasion .",1.42857142857,-87.99875450134277,-5.176397323608398,26.290836883237787
1798-9 prelude to winter in Germany during writing the first draft .,1.75,-90.50582122802734,-5.656613826751709,3.888742781221211
 Criminal trial is not a court leads to the truth.,1.0,-54.92456340789795,-4.993142127990723,19.10549583895113
They came to enjoy the kind of real understanding twins .,1.81818181818,-69.67549085617065,-6.33413553237915,4.81987088802525
"'Harbury criminal acts, """"a voice said,"""" He have any comments ? ",1.5625,-130.98699474334717,-7.277055263519287,-23.885684103746513
"Dustin neat Beatles cut slightly disheveled , with a mole on his right shoulder, close-up .",1.46153846154,-116.61503791809082,-5.070219039916992,25.433192606915895
"The bare facts """" headdress full of straw 'to after all the most absurd poetic word , which means that the speaker's weaknesses.",1.21428571429,-186.4757537841797,-6.9065093994140625,4.519138848940429
" I think this is some weirdo , when I asked who was calling the voice shouted: 'This is mine ! ",3.25,-126.79714965820312,-5.283214569091797,19.712616976925574
" I should not , """" the waiter said , but then smiles .",2.84615384615,-79.29828786849976,-6.099868297576904,7.210118834453482
" Ah , this is not a bad idea , what is it ?",2.84615384615,-44.58170986175537,-3.4293622970581055,31.117421354067915
"He wrote that the beauty of glass , is such that the surface is not covered .",2.92857142857,-77.00652599334717,-4.5297956466674805,20.553537346972732
"Cougars die last used about 8 years ago, in the past its best ; he suggested Mirage similar cougar .",1.0,-158.82297134399414,-6.617623805999756,5.527491822083476
"Brigadier said: """"I still have a word , ' withdrew his head , and opened the door .",2.94117647059,-121.06826114654541,-5.503102779388428,9.74697968226343
"In these days , some of the slogans and ideas , from the """" Democracy Wall """" 1978-79 and received a brief hearing.",1.6,-149.1691780090332,-5.737276077270508,23.190001408831876
"If I got it another couple shilling , no I earned it ?",1.2,-86.23101902008057,-6.159358501434326,4.144232987919054
"He turned, cold , stiff, anxious to see a young man with blond hair , short hair, worried eyes and face pock-marked .",2.28571428571,-136.4196367263794,-4.70412540435791,44.09135710614768
"To fill the gaps, identifying immediate follow-up inquiries and pay attention.",2.0,-76.46229028701782,-5.0974860191345215,25.27973818840664
"Another team of genetic scientists spray is described as a very exciting development , Dr. Zhu Liya DORIN.",2.0,-141.77707862854004,-6.164220809936523,17.378427117836736
"Old highway yard Rigby Road and rail links , seems to offer an ideal site .",2.5,-110.43853855133057,-6.496384620666504,22.818736751794717
"Chong Jodami wild dancing together last , Jodami discovered a crucial extra equipment while walking .",1.5,-158.2531614303589,-7.53586483001709,-13.175886655608593
You can see the coexistence of private affluence and corporate poverty ?,3.57142857143,-71.5235595703125,-5.10882568359375,21.291501565466604
"Jay drawled phrase , as she waded through pubbed and pestle hung over morning coffee and endless cigarettes, """"I am a night owl , honey .",1.85714285714,-185.96487426757812,-5.811402320861816,39.30399476805937
"No and controversy that Cadfael, watching from where he retired some anxiety .",1.0,-125.99726867675781,-7.874829292297363,-29.407559013258037
Ardakkeans say is that most life-threatening superhumanly strong and invulnerable .,1.2,-110.98591423034668,-5.841363906860352,-16.7661675674278
"She passionately writes: These words , said to him:",1.5625,-65.26397657394409,-5.933088779449463,8.202564590357753
Villagers fight to stop the sale of the ancient common,3.07692307692,-53.04587650299072,-4.822352409362793,21.324754953763517
"Road , which seems a very long way to go , but I only have to walk a kilometer away across the fields on the farm.",2.2,-109.60379695892334,-3.914421319961548,60.27963824881385
"Notes from the underground and it is precisely such a fable, invisible consciousness.",1.9,-88.16242218017578,-5.510151386260986,14.706217587637127
We got our crew and Robin sitting in front of our rushes.,2.61538461538,-66.77214288711548,-5.136318683624268,27.77204277719767
"Saddam is expected in the West humiliation, anger , the Arab masses to rise up against their pro-Western leaders.",1.6,-124.16939735412598,-4.966775894165039,33.48411000151148
"Some of America 's most powerful people are worried sick after New York's most notorious lady, an address book, belongs to theft.",1.5625,-140.11935424804688,-5.189605712890625,59.64318719629361
"Science Museum director , Neil Cossons , confident you can restore the old number.",1.85714285714,-106.73925971984863,-6.278779983520508,15.891397499027534
"However, take special reasons, such as illness missed exam retake exams are usually allowed to count to win the full mark .",1.64285714286,-150.32504653930664,-6.263543605804443,44.077667442459756
"Comparing the electrical systems - Part 1 ( November 1991 No. ) of the pure string phone , it would be a good exercise.",2.0,-155.05999660491943,-5.742962837219238,31.538881181624873
"AID trip , giving her pupils in a third world poverty and fear",1.21428571429,-97.95235538482666,-6.996596813201904,-1.3634485782254586
"She noticed his fingers trembling, her anger subsided , replaced , not by a wild optimism of hope.",2.125,-122.15211153030396,-5.81676721572876,18.96172647852171
"In quantum mechanics jargon , this choice behavior is known particles obey statistics .",1.6,-103.86422634124756,-7.418873310089111,14.350930735349351
"You can manually format your spreadsheet , or design your own speedformat program .",3.625,-86.34399175643921,-5.756266117095947,29.633737168167514
"Him to arrange more actors to the crew of some private pocket money , and the film to his assistant.",1.23076923077,-132.98191356658936,-6.044632434844971,4.552806293073729
", CELIA almost welcomed the idea of going to work .",3.11764705882,-69.51492547988892,-5.347301959991455,4.876485032595895
"I can only assume my name respected associations, he thought it might quell criticism of what might be called Athenaeum sector .",1.92307692308,-146.1214475631714,-5.620055675506592,28.622017444848836
"It so happened that on the 5th Air School from the mine during the Boer War Churchill hiding not far away, """" Clifford recalls .",1.6,-172.612455368042,-6.164730548858643,31.66922400133066
"I really enjoy working with digital things , such as how much I need to buy wallpaper or carpet",2.3125,-95.32593011856079,-5.017154216766357,48.54728437012747
"Test in the future not only easier, but it should also be cheaper.",2.25,-53.67893099784851,-3.5785953998565674,40.45976067758106
"Then , I turned the picture round , and complete other parties .",1.0,-79.35645818710327,-6.104342937469482,0.59942765654678
"If so, they can share our knowledge, do they ?",1.92307692308,-55.76363182067871,-4.646969318389893,24.579259949106188
But there is something similar in the Sun .,3.53846153846,-40.51100778579712,-4.501223087310791,11.941438845127315
U2 last night unveiled its stunning new video interference in a spectacular ceremony in London Planetarium ...,3.07692307692,-115.92218589782715,-6.101167678833008,49.99237352768637
But Mr. Liggett hopes to lack of space does not result in the future tombs constraints.,1.69230769231,-114.3273286819458,-5.196696758270264,12.653019114360475
"Who gave me advise my social worker asked me if I wanted adoption or foster care, and I said culture ( white series ) .",1.0,-138.17840957641602,-5.314554214477539,55.666481035182585
The results clearly show that adult asthma population high prevalence of esophagitis .,1.92307692308,-78.85430145263672,-4.928393840789795,30.124096065227192
"For this reason, it is really only suitable for the manufacture of plywood, it was very successful.",2.2,-75.31183218955994,-3.586277723312378,50.36454602369177
"But I guess they 've got something to point , if they have already established a good road and rail. ",2.0,-115.03323078155518,-5.0014448165893555,27.72878618902385
"You can tell the disciples do ? """" One reporter asked .",2.125,-85.06157684326172,-7.088464736938477,4.80987808251524
"Tom Frode, teak Knut and Tony waiting for us to arrive.",2.58823529412,-91.31147766113281,-5.706967353820801,13.059854966189022
"White line , indicating that the body's energy to the electric force can be transferred into a crystal",2.75,-95.61294794082642,-5.032260417938232,33.66630282887485
Gifts with minimal resources to create a comfortable environment.,3.4,-58.43967151641846,-5.312697410583496,20.965644603363913
"U.S. networks, want to do a television interview .",3.57142857143,-59.613598346710205,-4.5856614112854,11.289141990412887
"Guinness engaged in medical research, health , youth , environment and conservation , employment and business confidence , education and arts organizations to provide financial support .",2.75,-183.05265426635742,-6.312160491943359,23.751336952197335
"A group of Muslim extremists believe her story , the result was terrible.",3.1,-78.24189758300781,-5.588706970214844,20.642786179142007
"Rain will open their campsite mud, fill the reservoir Famagusta .",1.35294117647,-96.92146301269531,-6.057591438293457,2.6730498734592487
"The second workshop , design, Napier Polytechnic , design validation event to prepare college staff .",1.25,-131.194429397583,-6.55972146987915,6.517961893171105
Question can be asked Speaker ( see below ) or just throw the players who ( or just throw ),1.0,-112.24735260009766,-5.612367630004883,34.56704796084745
"The second limiting factor is immediate, but the greater the potential impact .",2.0,-71.65484428405762,-5.118203163146973,22.057955291052494
"In my opinion, she makes all the rules of the game , I'm just still be responsible for implementing .",2.15384615385,-102.40719318389893,-4.654872417449951,32.78938931119632
"After the nest , the male looking for a female .",1.375,-58.43509769439697,-5.312281608581543,9.582545204205118
The government has planned the inverse process of investment projects through afforestation and sustainable development .,3.07692307692,-100.74993324279785,-5.5972185134887695,22.587297722873146
He does not deign to compare British and French railways .,3.75,-57.55580520629883,-4.796317100524902,28.48054376149439
"Lay the child on his back , his head , and remove any debris with your fingers in his mouth .",1.92307692308,-83.5939793586731,-3.980665683746338,48.89413787754796
"In return , the church cut a little uncertain figure.",2.23529411765,-72.90219116210938,-6.627471923828125,-0.40590456360975224
"However, it is almost certain that the offer will be rejected.",4.0,-32.167312145233154,-2.4744086265563965,50.09433693473835
"Stoop said Mr. East Germans recently discovered their own strength, without success , Mr. Krenz restore the credibility of the leadership .",1.23076923077,-154.52257537841797,-5.51866340637207,25.966020228681316
Leicester is the distribution of the county's unique from bladder cancer in cash rather than accrual .,1.0,-121.5502552986145,-5.788107395172119,15.962644295141871
"It will look good on the beach , under the roof a nice shirt or jacket the next night 's work.",1.25,-111.38154077529907,-4.842675685882568,42.493053542960894
"They also see the traditional and modern Chinese history , literature, philosophy and religion representative works.",3.35714285714,-98.99406909942627,-5.499670505523682,28.96791561218653
He said that his friends would like to know his secret .,4.0,-50.47972869873047,-4.206644058227539,20.786691128675187
"If you do that, then it's just a man executed , because Jesus' greatest miracle .",1.6,-93.46844100952148,-4.919391632080078,31.18339748530255
"She kicked things in the dark , and briefly stopped to pick it up .",3.4375,-69.07424211502075,-4.604949474334717,25.719883871511655
"I just came back from India ,"""" he announced important .",1.5625,-82.0341567993164,-6.836179733276367,-0.38713009026524503
"It is the sort of place where you find a different object of interest , every time you go back.",3.8,-78.94998121261597,-3.7595229148864746,52.37250042654631
"McLaren maintain their lawyers, are reticent Ferguson gregarious.",1.21428571429,-91.6423487663269,-6.109489917755127,-4.017739593911841
She vicar before departure of the last attempt .,1.0,-71.3238525390625,-7.13238525390625,-7.956685566702703
Airshow : The famous Red Arrows Southport Airshow provides a grand finish .,3.57142857143,-102.79322052001953,-6.424576282501221,15.828835179380135
"Add grated orange peel and juice , eggs , sugar , cornstarch and ginger .",3.75,-77.18954658508301,-4.288308143615723,49.671755145384
"Path led them stood there, its stone flags worn and broken , its hidden progress here and there of moss and weeds .",1.46153846154,-146.13365936279297,-6.088902473449707,36.60342530644982
"If there is a referee younger than me , it proves that there has been a real courage .",2.25,-85.88845252990723,-4.520444869995117,41.070240873047894
"Minimum package : some packaging design, in order to reduce waste in the manufacturing process .",2.4,-78.02867317199707,-4.589921951293945,47.89410029377703
"Chicks in Cranston before the race , jumping up and down .",3.2,-73.28000164031982,-5.234285831451416,10.678492743068858
"I have to peel potatoes MATEY, you have to take the evening surgery, and prepare for your guests .",2.75,-130.10558366775513,-5.656764507293701,11.42201924002893
"R4 morning , DON Howe said it might be another candidate to take America into the new year .",1.0,-118.90890121459961,-5.9454450607299805,19.380800218568226
